distance;"mean velocity";"mean acceleration";"max velocity";"max acceleration";type
78772.382044936;3.7479491082776;1.3477055618672;20.541693670612;20.541686838245;bike
3455.0160674662;1.5779799904982;0.79759362992795;10.841303926599;10.769983060822;walk
2651.0562287902;1.4471931222551;0.67596796901706;3.1639151810078;2.3291582817126;walk
1973.9220470661;1.6908906068793;0.82668379891462;4.7281805310403;3.7101894005786;walk
13041.503254643;11.935673698057;6.016731268347;22.580073250164;19.180250849127;car
2702.8685954867;9.8123057940031;5.0137622331725;18.51471312918;17.312289199167;car
2768.1673339191;8.1236561619013;4.1701242064461;14.53943238542;11.625834837375;car
3807.5120178839;10.123888626982;5.2032512651653;26.321347315795;22.076439766939;car
2307.7904985413;9.7829271326097;4.9585792427793;15.613733478934;15.248329985293;car
7810.3116511878;13.222012741216;7.0455591221084;35.047083192917;34.052114357715;car
3199.1712023307;1.6026868780645;0.84823875043918;24.889010679357;24.864089568083;walk
1860.7975150739;8.5154947605668;4.4867998735983;20.38073950415;15.525635151344;bus
1536.0338703295;7.9463730858359;4.7242457478853;30.201659580475;28.91066465662;bus
2456.9430574961;1.4713301126633;0.75157225654185;6.3217624219058;6.2236565243195;walk
3988.3646914572;7.5918068643153;4.053107536913;33.957844307251;27.528532218558;bus
3900.4702471144;7.8470484367974;4.1386909969999;30.35711909469;28.969800962861;bus
44693.548615976;30.531711276455;15.371576975269;48.37098558101;44.523855040686;train
108.56519958773;1.5400405879869;0.74777717431017;2.3710391708492;2.3103074910867;walk
231804.47521484;5.7579199126386;1.7191173340396;20.435933794566;15.002070092893;bike
14700.98059117;16.266133622236;8.2946790357755;35.754604972347;29.303206837325;train
2675.7494066374;7.2242009453697;3.8096627134913;17.48759091561;15.063230902462;bus
23776.093389536;34.289968459008;17.178036267961;49.279393123101;46.024423318516;train
10641.773985602;35.739493940993;17.85055835459;46.749135970089;45.883296900279;train
39334.128360538;7.4544794488752;1.5396589895111;12.249441655473;9.5926462251906;bike
43723.795778929;6.8743164631348;2.4840089588807;24.729854993807;12.059558911038;bike
5300.9093157404;9.7647030164678;5.2055937142073;28.167844040066;27.768560635701;car
1077.2898990496;8.7216557430513;4.6996215872222;23.258491365515;14.862092204321;bus
1175.311753409;1.424896489773;0.72442475203297;3.1376728350551;3.1043858335724;walk
93288.79064644;19.532515084471;3.8453947907292;41.947887272435;33.487813944667;train
6894.9215460881;2.5479555884363;1.3270112158945;10.065688250549;8.1625028561734;bike
2033.6322817127;7.0160883447692;3.8052150891579;33.957844307251;27.528492817259;bus
50178.492687357;3.8288485973691;1.0735470159243;7.7522064504695;7.2379461437353;bike
25301.285192775;3.5731815411517;1.8191915228632;17.918838325632;15.067874595088;bike
191037.51724898;5.4539872828731;1.7592498390076;49.643942364666;24.701109800348;bike
1150.9604399611;1.5428766385184;0.75910319234015;8.8165678103598;8.7731594494573;walk
8561.3025741556;1.0341237342508;0.689188885814;13.010677590548;13.00633619648;walk
3465.1343743181;1.6326868341304;0.78213401961993;11.199539745406;10.985456676965;walk
6906.7265040008;8.3755507718915;4.3381428163814;26.767567634166;22.476180437999;train
45253.299089556;22.268359560664;11.212601105765;41.33928363972;38.604517966153;train
5443.8891340003;6.7626572005408;3.4892495272498;11.981755342447;11.941120203314;bike
2482.9944337328;0.94701044557503;0.69671242035215;30.367477875295;29.291280087065;bike
1660.7858633173;2.8588611451392;1.5931373736817;17.29740185871;12.044132626771;bike
549.96666214564;1.7374746125346;1.3537865259082;13.008373315288;11.997674003032;walk
11477.542865641;0.66516077673826;0.57237083956855;43.733051093037;41.373605453622;bike
2269.4530188902;1.0793383105166;0.63333711078187;11.825753293551;11.820760793892;bike
5466.7834355043;6.9205619313567;3.5029136474369;15.923148446324;14.264109486507;bike
4630.0181473578;7.4536913550784;3.7626782285753;14.73886914279;11.685689449375;bike
21645.086006239;14.709941944067;7.379815114649;44.125723020711;29.280738486839;car
23057.023615621;1.1625349587841;1.0210015566934;49.633337058196;30.326071303224;walk
20077.010882744;9.1868241768904;4.6326507360425;29.267990249755;20.69162863387;bus
3562.8781185135;6.9436677791723;3.5844360542811;23.970849080664;14.164608351214;bus
198.9107430617;1.7368566517605;2.7844057942628;12.637695247652;12.020201021425;walk
1332.683022025;6.0436470896689;3.0771846900415;15.275274272691;12.833888887937;bike
4534.4627759357;5.7231418629978;2.961394255019;16.488650707157;12.240346482663;bike
10666.696286425;1.2400369947085;1.2595237449714;49.556059183742;38.155513528632;bike
837.80405235966;0.53937256105182;0.60532152779154;10.651964589886;10.117327325766;walk
969.58802087602;2.2402027786249;1.6562918075829;12.638702986014;10.999409053784;bike
16118.558231509;1.5395138442796;1.6014837142249;48.733679661189;48.287401010314;bike
930.52649812641;0.95923292005372;0.57178115146334;10.429728234207;7.630579457292;bike
5177.1017132727;4.4973849505006;2.3573695364704;14.25200361391;13.515152603682;bike
1905.8282150845;0.77726926176117;0.4718650392875;15.679551424986;15.629209282032;bike
1056.3741203649;1.3712507899697;1.7395920114654;10.546623253638;10.096916372597;walk
3460.0006177445;7.3428134873696;3.760700709184;23.055659313775;16.426107990994;bike
1091.7719554296;1.3186023430204;1.2080909769342;18.261965597613;18.256507717282;walk
67376.625560836;17.231395498125;8.5464644813468;48.471962678616;42.503408003037;train
542.45615638399;1.0586970704401;1.0896636848683;9.5868682392242;7.9643523944658;walk
5474.9005422856;1.3399626418178;1.5337791498615;24.637455435272;24.547623227004;walk
2608.5307487799;5.9302781284746;3.0014786805893;10.140283370758;8.0015447029821;bike
1448.2292817855;5.6175337088399;3.0114223160115;17.157729536992;17.157662297045;bike
409.19327422647;2.0871684258774;1.5284341759999;11.478633974289;11.264166493286;bike
530.37631031326;1.766958342221;1.3701923357583;13.199917226802;11.76838726999;bike
70926.752492741;12.588647498664;6.4234768714308;47.927257299002;39.847545275827;train
811.79993360803;1.1838144701126;1.2798694050422;15.304795192418;14.103590573107;walk
16327.508948584;1.3246890977421;1.3541839850819;48.609623175539;32.255931873227;walk
17333.065019848;1.2211535537537;0.97589433201821;45.544272818129;44.232175755382;bike
4968.8807986107;7.2127368551603;3.6044909620846;15.881165489781;13.13674554649;bike
9932.8393616139;0.77629304184088;0.68008626062794;35.24374563411;25.696600316285;bike
1759.7812820716;5.3603439907407;2.9519667548051;13.629817241966;10.473658594763;bike
1044.7635791117;3.0859837987666;2.4427642540156;18.25285407885;18.069513071569;bike
12031.928934886;1.5181447341534;1.5775304201778;46.499548422679;36.99692405661;walk
6069.9155821432;3.2025408275121;1.745740135483;42.364034010435;40.657445264459;bike
30268.252313282;17.894740721889;9.0313033460011;49.80228861563;39.29283562197;car
14943.906627084;19.969912665857;10.986396519602;49.863046394875;34.645313636696;car
50.993170548976;1.0251563444668;0.7876860868095;9.6948324514165;9.6947468301994;walk
726.10245480376;4.3961264723224;2.3178003220502;12.184117173254;8.8036905319731;car
944.60278164954;3.9022241158342;2.1242318958514;24.11849484369;12.057756600153;car
1036.9379559859;0.40604044446704;0.27787476564199;9.5169122820702;8.9554776444107;walk
15740.582963746;19.51211681312;9.7456380206493;48.48922099196;23.789223723424;car
4397.0850319778;3.4829904176433;2.1406108649921;26.370202986468;25.865637858942;car
31.39473952872;2.4149799637477;1.3541842288188;4.916986911325;4.3455565004769;car
24891.898522406;8.4534049733407;4.2852739464496;39.020363389669;25.689607559893;car
317.92978595594;1.170534683401;0.70081083158846;7.5837569177532;5.2544655617774;walk
26620.463197666;18.759124629698;9.3991589490522;39.769368705721;23.913016540146;car
4005.0065464061;5.6465613507973;3.4136882061325;43.858725365225;29.066363478749;car
27623.332659306;7.5474633921963;4.8468258968635;49.857181421954;41.283942628601;car
2087.920724105;0.4353582741892;0.27460021378081;13.48438225304;10.157969800697;walk
25397.158930206;14.726890343532;7.3623532500773;49.780754782245;18.847482314261;car
29629.622091436;17.965078046053;9.0119295604253;41.699800079885;28.912953390112;car
11951.506530244;11.784466940639;5.9120275901964;40.625330437077;20.200832434351;car
26052.582042108;4.2132910112375;2.558390871549;48.354453891391;48.348031039713;car
126.76724325328;0.93062855464382;0.80664873125356;16.164575288346;16.164375064872;walk
3210.8871203611;6.8733199309665;3.5932216018269;49.090065614004;18.240070308866;car
5405.0585905173;0.50905626265612;0.38111919303736;24.369224114011;24.368536634476;walk
4449.5282154984;8.125175228097;4.1121909115157;46.687725021786;16.576464605674;car
5569.8820959901;0.8853906879533;0.51159563476587;24.364957000457;18.98265225636;walk
6387.4767122085;4.2382522393276;2.2251327473346;48.332027479858;23.849053897073;bike
308.72920453832;0.38244916318144;0.26916155422849;7.6681933199807;7.5450839137524;walk
4154.3579862511;3.8247552730808;1.945824242609;15.837140033442;15.370423654169;bike
384.78690889271;0.34048274335018;0.20892551531108;4.0913046428257;3.3431279115269;walk
3444.5680476229;4.2366409965752;2.2158407647173;28.356885124727;27.882506368155;bike
6059.6078755564;4.6519035609896;2.3228244548717;34.815285900222;5.9463561509922;bike
283.36050281924;0.13647698581481;0.077393476291031;3.0463570227498;3.0463570227498;walk
5611.8800344892;4.4353584120554;2.2203846053114;7.6176625455793;6.4735465743394;bike
26213.462883402;18.018373485034;9.0282370625316;37.422507142517;33.067656609576;car
117.69018275548;0.92601298165198;0.55556744544066;3.7820898482139;3.0779480256959;walk
18707.886930461;13.334942719973;6.6588524450137;49.710637862567;26.703362844448;car
829.30196326373;0.85080718016786;0.8643243346364;42.679468201469;40.544501362434;walk
2231.9679038125;9.5383243752673;4.8517817630656;18.223246104194;10.917032722557;car
40.299458083819;1.2211956995097;0.71651654670419;4.6864710808061;4.4227036380613;walk
16273.901274139;12.753417321465;6.377809307858;21.333387649742;18.041552691662;car
11503.524833345;0.91740110626363;0.49541780706322;8.5993235561959;7.4071340400496;walk
19466.597177162;13.845374948195;6.9473568035;27.486224517721;27.222037740519;car
39401.613149626;7.4915820191181;2.4967151022206;14.273477682606;5.0624831982952;bike
490.99370052974;6.6911601770891;1.1019477757429;13.904776832811;2.6027979611257;car
204.79196605929;1.419726933446;0.23944025067714;2.3053665948243;0.42035147576186;walk
179.15337025331;1.351094634913;0.22553646236502;3.4971371633775;0.58647281231927;walk
11926.511990641;14.194764662678;2.3249939776249;46.221871133187;11.546316491897;car
3164.9001170327;4.1867978274353;0.69786781031598;5.1365813796203;0.8857375718122;bike
4091.8249317798;1.0338316924113;0.16859347982824;8.6570270970677;1.5651714039814;bike
2672.26134185;1.043942513897;0.17079202107856;7.644527588958;1.5156331275156;bike
28374.174880058;10.347968094595;1.6629269498491;49.599095368292;3.5234042277711;car
39134.889031132;12.109084925803;1.9805772717952;49.970530563435;6.2055742929132;car
714.81514006388;3.6139547220658;1.8842659638777;14.558030930018;9.6701516046087;car
11958.212560434;13.161137506144;6.6109798110956;27.076844382524;20.784181507946;car
17462.901678152;10.404635163565;5.2320593525136;22.451091756129;16.405346784344;car
533.73105026423;1.8397341561732;1.1931386603135;21.105026079673;15.067939272738;walk
14934.934251891;5.3615222812776;3.4566016452924;46.04831373603;35.754921034306;car
13789.799296721;11.921337110699;6.3939095835629;42.133195552111;42.009006435733;car
498.83896482514;2.0289468155632;2.0912292449893;26.935631399704;25.677459623173;walk
320.26864995722;1.1201600081372;0.7123463044934;16.371192948046;16.371173511637;walk
13745.761439929;12.678344690315;6.3475784384679;20.032484797292;13.163602903515;car
24206.128120712;2.4688726687454;1.6079977272034;39.737482735322;39.574070127462;car
507.42333921479;1.1414431806965;0.60931839322514;2.8694521400818;2.8506506894697;walk
500.5565108642;0.98678213924574;0.54228790172699;3.4037684667922;3.0706135806329;walk
14731.226521966;12.269980791899;6.1555699330029;25.851617926426;15.978847834487;car
9573.9552513807;13.368848336154;6.9075458910243;47.325721763711;23.662860881855;car
614.33036970606;1.6053627246496;1.0464397778418;10.718946904186;8.3863877455838;walk
16798.086242042;3.2684924906025;1.9495054530168;47.676478921889;24.060364251932;car
2017.490642947;3.5463095570779;1.857444595321;13.095872457586;9.4011051663716;car
1663.0376097347;5.7950164351251;2.9623403042502;13.307052155667;8.0332923761596;car
1345.8713988985;1.3359104266008;2.2134937086001;48.220848244595;48.201085141708;walk
1590.78750937;0.83390676902354;0.58790753060246;8.695602455537;7.7592021399614;walk
15423.060486291;2.9954403641162;1.7416272898674;25.725543841773;23.95761676991;car
7943.8303866067;9.3683840327097;4.7217366508254;19.169592013057;12.073673020729;car
42.28130553348;0.77864057768889;0.41931154675233;1.5693921198292;1.0280856210634;walk
129.02772025197;1.0541322200996;0.57752724609457;2.1444288947523;1.9690168984029;walk
5621.4099011225;10.957914037276;5.4846385668113;17.066071977545;11.213342635216;car
12344.419304565;9.3698290475173;5.5529159977248;43.404626667888;43.392151479165;car
12265.938857735;13.249519510754;6.6528439233465;23.13747932237;17.081662449279;car
12667.062831813;1.3847902530917;0.92123069378408;29.24529277358;29.243932977846;car
40.115750717701;1.1729224819845;0.66098870368873;1.6615616372825;1.6086911789782;walk
115.86230468037;0.91575533008175;0.56053865053339;5.0126921793523;4.4811751040803;walk
134.20185759026;0.90652975186493;0.77390477779703;6.7765403593498;6.322061224194;walk
152.93546735816;1.1812241210594;0.77380683292707;4.4881401306375;3.6880068609755;walk
5035.0006372434;11.753617804264;5.9075166405278;15.72593935369;12.317992636542;car
12897.157311963;10.738575817954;5.4016064371796;24.720724512659;15.93882472773;car
209.26448986232;1.901673323127;2.5992622183988;29.551057301495;29.550865129535;walk
1320.1569222143;9.2270154186398;4.6505051002158;14.156980365061;10.62733691535;car
305.15080376664;1.3612757967371;0.82108153091004;6.0615886693068;5.9745580125342;walk
2840.5136569375;0.93966370144859;0.8500138717098;33.36200366845;33.352065247791;walk
13530.498419765;16.800692039923;8.4157694441548;34.909623645337;24.269348758304;car
13850.704544686;8.5537824768602;4.492241903669;30.856285265286;25.660265957093;car
20074.261003809;10.803062476747;5.8623733188743;49.553298921182;41.037729752035;car
6059.7116850493;12.126364862144;6.0750793917928;16.665875252503;12.349105795748;car
423.56954001565;1.2691782589118;0.70774296896815;5.5593439512844;5.0161075294888;walk
1582.4776839694;6.1551851757191;1.114302895434;12.317951727437;2.2693575018349;bus
62.567417214737;1.9246461788316;0.29676882781263;2.9420271559353;0.48048611292844;walk
102.84784434569;1.2877894626276;0.085001700222952;1.8406055476329;0.13809873767285;walk
3864.8611702793;7.3921863293556;1.2693030479095;20.253158147018;4.6221321035943;bus
546.40279507826;1.8699217974765;0.31017323687709;3.0744799156704;0.5422965504852;walk
